,Unnamed: 0,Nome da rede,Link veja,Critico,texto
113,,Picchi Restaurante,https://vejasp.abril.com.br/estabelecimento/picchi/,Resenha por Arnaldo Lorençato,"É um dos melhores representantes italianos da cidade, com uma cozinha feita com modernidade e traços autorais. Sócio e responsável pelo cardápio, Pier Paolo Picchi trabalha de maneira sazonal e ali não existe tédio, há sempre renovações. Com tantas variações, alguns pratos costumam impressionar o paladar mais do que outros. Na última degustação (R$ 385,00, oito etapas) provada no restaurante, eram soberbos o carapau na torrada, o caviar ossetra com presunto cru e o sorvete de pimentão vermelho sobre bagna calda emulsionada em maionese de alho, azeite e aliche e o pappardelle fresco ao ragu de pato. Não tinham a mesma expressão o marshmallow de parmesão, o ouriço do mar numa cestinha de alga nori com um dispensável travo amargo e a bem executada royal de pato, mas com excesso de manteiga, regado por brodo da própria ave na companhia de pirulito de foie gras, que faz lembrar as deliciosas estrepolias do chef italiano Massimo Bottura, do Osteria Francescana, em Modena. Fecha com brilho a refeição a salada com hortaliças e frutas (abobrinha, mandioquinha, batata-doce-roxa, mirtilo, amora e framboesa), num ótimo caldo de melão."
114,,Piselli,https://vejasp.abril.com.br/estabelecimento/piselli/,Resenha por Arnaldo Lorençato,"É um ponto de efervescência no final da Rua Padre João Manuel. Ao longo de dezessete anos, a clientela fiel bate ponto para provar clássicos italianos feitos com correção sob a orientação do restaurateur Juscelino Pereira, hoje no comando de outras casas que fazem parte da holding Hervilha, entre elas o Timo (☎ 4115-9098) e o el Carbón (☎ 4171- 0727). Ao longo desse período, o Piselli também se multiplicou como marca e chegou ao Shopping Iguatemi com o Piselli Sud (☎ 3031-5404), de cardápio um pouco diferente, e uma versão piccolina no prédio da Associação Comercial de São Paulo (☎ 3180-3760). Na casa número 1, desfilam pelo salão entradas como o carpaccio de peixe do dia curado na casa com erva-doce e ovas (R$ 49,00 ou R$ 69,00). Ainda de pescados, o risoto sorrento fantasia di mare, de cozimento impecável, combina lula, camarão e polvo ao molho de tomate fresco (R$ 81,00 ou R$ 136,00). Feito como manda a tradição, o saltimbocca alla romana (R$ 99,00) traz escalopes de filé-mignon ligeiramente grelhado com presunto cru ao molho demi glace junto de nhoque na manteiga e sálvia. Recomendada para adultos, a deliciosa gelatina preparada com grapa é cortada em cubos e misturada a frutas variadas (R$ 39,00)."
115,,Più,https://vejasp.abril.com.br/estabelecimento/piu/,Resenha por Arnaldo Lorençato ,"Muitas transformações marcam o Più, do chef Marcelo Laskani, em 2021. A marca abriu sua terceira unidade, a segunda em um shopping, no Pátio Higienópolis. Também se associou ao Grupo Ráscal, que passou a imprimir uma administração mais profissional ao negócio. O cardápio também passou por uma padronização e Laskani apresenta novos pratos. São exemplos apetitosos aperitivos como a banana-prata envolvida em barriga de porco curada (R$ 33,00). A lista de massas traz entre os destaques o gnudi de ricota de búfala, uma variação do nhoque preparada com taioba e recheada de queijo do Marajó ao sugo, emulsão de manjericão e adorno crocante de telha de parmesão (R$ 58,00). Das opções de pescado, o polvo cozido em baixa temperatura, vinagrete de feijão-de-santarém, azeite de n’duja (um tipo de embutido) e acelga bok choy sai a R$ 92,00. Bomboloni, o sonho em versão italiana, tem massa bem macia, leva recheio de creme de baunilha e vem servido com sorvete de canela e toffee de café (R$ 28,00). Eita friturinha benfeita e saborosa."
116,,Pobre Juan,https://vejasp.abril.com.br/estabelecimento/pobre-juan/,Resenha por Arnaldo Lorençato,"Com bandeira que homenageia a Argentina em quatro endereços paulistanos, ganha destaque a unidade de Higienópolis pela combinação da qualidade das carnes com a excelência do serviço. Para quem gosta de tranquilidade e está só ou em dupla, a dica é ocupar a mesa ao lado do “ofurô” de cervejas, do qual vale pedir a belga Leffe Blonde (R$ 29,00, 330 mililitros). Desse ponto, dá para observar o trabalho dos churrasqueiros na grelha inclinada. Eles preparam ótimas variações do contrafilé, como o bife ancho (R$ 126,00, 320 gramas). De acompanhamento pode vir a equilibrada salada andina (R$ 37,00, a menor), que mescla quinoa, tomate-cereja, cenoura, cebola-roxa, abobrinha, hortelã, alface-americana, uva-passa e amêndoa num molho de azeite e limão-siciliano. Ainda da cozinha, que tem supervisão da chef Priscila Deus, vem a porção de mini-empanadas de muçarela e de carne (R$ 34,00, três unidades de cada uma), que antes são douradas em azeite. O pudim da casa (R$ 26,00) é preparado com doce de leite argentino."
117,,Ponto Chic,https://vejasp.abril.com.br/estabelecimento/ponto-chic-centro/,Resenha por Fábio Galib e Gabrielli Menezes,"Inaugurada no Largo do Paissandu em 1922, a lanchonete imortalizou o bauru (R$ 24,90), hoje um clássico paulistano. O sanduíche, feito no pão francês sem miolo, leva fatias de rosbife, tomate, pepino e uma porção generosa de queijos prato, gouda, suíço e estepe fundidos — esta nem sempre cremosa como manda a cartilha original. A caneca de chope Brahma (R$ 9,71) é um acompanhamento clássico. Se a ideia é uma refeição mais reforçada, há pratos feitos à moda antiga, fartos e sem muita sutileza. O espetão à brasileira (R$ 140,38, para até três pessoas), com filé- mignon, lombo e linguiça de pernil intercalados por cebola e tomate, tem como acompanhamento arroz, farofa, banana à milanesa e batata frita."
118,,PoPa Artesanal Hot-Dog,https://vejasp.abril.com.br/estabelecimento/popa-artesanal/,Resenha por Gabrielli Menezes,Informações checadas entre julho e setembro de 2018.
119,,Primitivo São Paulo,https://vejasp.abril.com.br/estabelecimento/primitivo-sao-paulo/,Resenha por Saulo Yassuda,"Um agradável imóvel com áreas ao ar livre na entrada e nos fundos é a sede deste misto de empório e bar. Foi inaugurado na virada de 2020 para 2021 pelo casal Eduardo Borges e Rita Brandão, que já tocou em Porto Alegre o Borges Queijos Artesanais. A dupla gaúcha faz a curadoria das 35 opções de queijos artesanais e das 300 variedades de vinhos, expostos em prateleiras prontos para beber ali mesmo ou para levar. São opções como o branco sul-africano Mother Rock 2018 (R$ 227,00; R$ 46,00 a taça), um blend das cepas chenin blanc, viognier e grenache blanc. O belisco pode ser feito com o queijo Maratimba (R$ 43,00, 50 gramas), de leite de ovelha e curado, servido com geleia de cambuci e pão. O conjunto de beliscos composto de pão sueco com copa, lardo, tomate fermentado, maionese defumada e ameixa em compota (R$ 67,00) é outra pedida para enganar o estômago."
120,,Quito Quito Izakaya,https://vejasp.abril.com.br/estabelecimento/quito-quito-izakaya/,Resenha por Saulo Yassuda,"Nascida no arquipélago de Ogasawara, no Japão, a chef Kaori Muranaka põe o talento em prática na cozinha de seu izakaya, um lugar que tem a cara dela. O menu inscrito diariamente em uma lousa — e publicado no perfil do Instagram da anfitriã (@kaorimambo) — varia constantemente. A salada de shungiku (R$ 30,00), verdura crespa e de folhas firmes, leva tofu frito e tempero de shoyu, alho, gergelim, pasta de pimenta, óleo de gergelim, vinagre e açúcar. Outra pedida fria, a sardinha marinada com azeite, tomate e salsa (R$ 28,00), não só lembra uma tapa espanhola como na verdade é uma — a anfitriã trabalhou em um estabelecimento do gênero no Japão e, não raro, executa receitas europeias. O kare (R$ 32,00) é um achado quando caem as temperaturas. Para ser comido com arroz branco, o ensopado é ardidinho, adocicado, fumegante e de sabor concentrado. Leva cebola, alho, coentro, cominho, cardamomo, pimenta-caiena defumada, tomate, pasta de curry e geleia de abacaxi. O refresco é feito com um drinque muito simples e fácil de tomar: o destilado shochu com suco natural de grapefruit e água com gás (R$ 38,00). Mas também dá para bebericar saquê, cerveja, caipirinha, uísque… O lugar mais nobre para se sentar é o concorrido balcão, mas há ainda mesinhas e salas reservadas para reunir a turma."
121,,Ristorantino,https://vejasp.abril.com.br/estabelecimento/ristorantino-jardins/,Resenha por Arnaldo Lorençato ,"Ainda que os pratos sejam clássicos e se abra pouco espaço para receitas mais criativas no cardápio, a presença de um chef de talento como Henrique Schoendorfer garante a qualidade dos resultados. Nas entradas, o pato e abobrinha (R$ 76,00) é uma cara releitura do clássico pato com laranja preparado com o peito da ave laminado com rodelas de abobrinha, pinhole, casca de laranja confitada em açúcar e mel de abelha jataí. É para quem gosta de pratos salgados com doçura acentuada. O tortelli de abóbora aparece numa versão com acréscimo de amêndoa e mostarda de cremona ao molho de manteiga e sálvia (R$ 91,00). Risoto sem manteiga, o risolio branco é assentado sobre tinta de lula com anéis dourados do molusco por cima (R$ 125,00). A paleta de porco assada tem a companhia de um aromático purê de maçã e ciboulette (R$ 99,00)."
122,,Ryo,https://vejasp.abril.com.br/estabelecimento/ryo/,Resenha por Arnaldo Lorençato ,"É um prazer assistir a um profissional como o chef Edson Yamashita em ação. No ritual que acontece todas as noites, o cozinheiro paulistano começa por apresentar em uma caixa de madeira os pescados que farão parte do extenso jantar. São pratos de extraordinária beleza e sabores que vão do delicado ao exuberante, características que garantem a quinta estrela máxima do restaurante, que permaneceu fechado boa parte do ano de 2020. Yamashita faz receitas que transitam entre o clássico e o autoral, sem nunca perder a essência oriental. Neste retorno memorável, com uma degustação servida para apenas seis pessoas, é possível encontrar o olhete defumado com galho de cerejeira, o sashimi de garoupa com raspas de laranja- baía num molho cítrico ponzu apimentado, cuja picância aparece no final, o trio de fatias de atum marinado sobre uma torrada de brioche ao estilo de Hokkaido com maionese de peixe e caviar ossetra uruguaio, o sashimi de toro, o atum grelhado no caldo da espinha do peixe com wassabi fresco, o lagostim branqueado com missô doce com ovas de truta para enrolar na folha de shissô, o wonton de pato no caldo de cogumelo shiitake, o pargo com ovas de salmão num delicioso caldo agridoce, o karasumi (ovas de tainha) feito na casa com nabo e doce de leite (uma experiência sensorial dos efeitos do sal marcante ao doce extremo equilibrado pela neutralidade do nabo), o sashimi de polvo do Espírito Santo com pós de tomates pera e cereja desidratados, limão-siciliano e um toque de flor de sal, e o joelho de leitoa com purê de batata-doce, óleo de shissô e muitas trufas durante a temporada. Em seguida, é a vez dos sushis: toro nacional, olho-de-boi, garoupa com limão, nabo ralado apimentado e karasumi, carapau, olho-de-boi defumado na madeira de cerejeira (cujo aroma chega muito antes), barriga de olho-de-boi com flor de sal e limão-siciliano, camarão ao missô com alho negro marcante e ovas de salmão na folha de shissô e alga nori com sushi de atum batido com ovas de peixevoador e gergelim entregue nas mãos do comensal. Confiadas ao confeiteiro Neztor Bertrand, as sobremesas são divinas, como a musse de chocolate servida com crumble de cacau e cereais, creme de maracujá ao shissô, frutas, esferas de morango e sorvete salgado de castanha-do- pará ao cumaru coberto por uma formiga da Amazônia. Tem ainda uma seleção rara de bombons para o chá. É também importante registrar que esse repasto, o mais caro da cidade, sai por R$ 1 050,00."
123,,Sal Gastronomia,https://vejasp.abril.com.br/estabelecimento/sal-gastronomia/,Resenha por Arnaldo Lorençato ,"São dois endereços paulistanos de grande sucesso, com cozinha definida por Henrique Fogaça, um dos jurados do MasterChef Brasil. A unidade do Shopping Cidade Jardim é um cenário privilegiado, que se abre para um jardim e o salão tem vista para a Marginal Pinheiros. Com um sabor fácil de gostar, a polenta cremosa vem com linguiça e requeijão ao molho de tomate (R$ 26,00). O peixe do dia na moqueca de banana-da-terra com algumas gotas de azeite de dendê na companhia de uma deliciosa farofa de manteiga com um cheiro discreto de coentro está entre os pratos mais em conta do cardápio. Custa R$ 79,00. Mais robusta no paladar, a costela bovina cozida recebe a parceria de purê de cará e picles de cenoura (R$ 88,00). O suflê de goiabada com requeijão (R$ 23,00) requer ser pedido com antecedência. Demora entre 15 e 20 minutos para ficar pronto."
124,,Samambaia Bar e Lanches,https://vejasp.abril.com.br/estabelecimento/samambaia-bar-lanches/,Resenha por Saulo Yassuda,"O botequim tocado por membros de uma mesma família ocupa uma esquina em frente a uma pracinha, com deliciosos janelões. O espaço preserva uma atmosfera de outra época, com piso vermelho queimado, azulejos amarelinhos desgastados com estampas de flores e paredes gastas. O clima gostoso, com trilha sonora de Led Zeppelin e George Benson, se completa com drinques clássicos feitos corretamente. Tanto o negroni (R$ 32,00) quanto o fitzgerald (R$ 32,00), de gim e limão-siciliano, são servidos com um gelo em forma de esfera. A cerveja é em garrafa (Serramalte, R$ 14,00). De estilo caseiro, o cardápio conta com sanduíches na focaccia de produção própria, que recebem recheios como escarola refogada e queijo taleggio (R$ 34,00)."
125,,Santana Bar,https://vejasp.abril.com.br/estabelecimento/santana-bar/,Resenha por Saulo Yassuda,"Em vez do sintético “fazemos seu clássico predileto”, os drinques consagrados estão listados na carta do Santana Bar — eram 64 na última contagem. Esse é o momento de lembrar que cosmopolitan (R$ 37,00) e piña colada (R$ 35,00) ainda existem e são bem tratados pelo sócio Gabriel Santana, o bartender do ano. Mas costumam ter procura maior opções como o parrudo sazerac, nascido em Nova Orleans — a versão mais em conta (R$ 52,00) é feita com uísque americano, conhaque e açúcar, temperado com Absinto e bastante bitter Peychaud’s. A linha de criações também merece muito ser conferida. O orange blazer (R$ 42,00) é a releitura de um drinque do lendário bartender americano Jerry Thomas, do fim do século XIX, o blue blazer. O bourbon misturado a licor, cordial e bitter de laranja é flambado, num movimento performático e cuidadoso, que lembra o público de que todo ofício ali é na base do artesanato. Outra invenção, o moringa (R$ 37,00) parece uma ode à goiaba. Une vodca, licor da polpa, cordial das cascas e bitter de goiabeira, com uma tuille do que restou da fruta. Uma amostra de que, em um pequeno sobrado, podem ser tomados grandes coquetéis."
126,,Shin-Zushi,https://vejasp.abril.com.br/estabelecimento/shin-zushi/,Resenha por Arnaldo Lorençato,"Uma feliz parceria entre dois irmãos, Ken e Nobu Mizumoto, mantém esta casa tradicional como uma das melhores da cidade. É bom que se destaque que, como os outros dois primeiros colocados — Ryo e Kan Suke —, o sushiman (aqui, Ken) também se aperfeiçoou no mesmo restaurante de Tóquio, o Kan. Cria-se, assim, uma linhagem de endereços na cidade que possui matriz no Japão. O Shin-Zushi tem menu extenso e com pratos que lembram a cozinha doméstica japonesa, tanto que o item mais pedido é o tempurá de milho (R$ 25,00), uma delicinha. Mas, quando se fala em refinamento, o melhor é ocupar um dos lugares no balcão e degustar o omakasê (R$ 480,00). Esse investimento dá direito a pescados frescos e sazonais transformados, por exemplo, nos sashimis de atum chutoro (meio gordo) e toro (rosado de tão gordo); olho-de-boi ao limão-taiti; sardinha com limão e cebola para mergulhar de leve no shoyu com gengibre; tempurá de folha de shissô recheada de ouriço-do-mar; enrolado de carapau com gengibre e shissô na alga nori e as lâminas de polvo deliciosamente firmes com tarê, casca de yuzu e wassabi. Prossegue-se para uma sequência exuberante de sushis: toro; olho-de-boi; cavalinha com alga kombu; ovas de salmão; ouriço-do-mar maravilhoso e camarão. O que não pode faltar num restaurante dessa excelência, mas que nem sempre tem? Uma boa sobremesa."
127,,Skye,https://vejasp.abril.com.br/estabelecimento/skye/,Resenha por Arnaldo Lorençato,"Com uma das vistas mais privilegiadas da cidade, o Skye oferece um pot-pourri de receitas de Emmanuel Bassoleil, jurado também do reality Top Chef Brasil. A cada temporada, o cozinheiro inclui algumas receitas — outras, como o prato-assinatura robalo ao creme de inhame, molho de champanhe e caviar (R$ 148,00), ele nem ousa tirar do menu para não desagradar aos fãs. São novidades o hot roll caju (R$ 66,00), um enrolado de salmão com arroz e alga, empanado e servido com molho tarê de caju, e a saborosa salada waldorf (mix de folhas com maçã verde, salsão, pepino, passas e nozes picantes ao molho de iogurte de leite de amêndoa; R$ 61,00). A lista de estreantes contempla ainda uma versão do bife à cavalo de peito de frango com cuscuz de milho na manteiga de garrafa, castanha-de-caju, queijo de coalho, ovo caipira frito e milho tostado (R$ 91,00). Vai ainda molho de iogurte com cheiro-verde. Na linha vegana, com um sabor menos encantador do que o das outras pedidas, está a almôndega vegetal de ervilha ao curry com um misto de favas brasileiras (R$ 95,00). Para encerrar, vá de pudim de matchá com crumble e telha de gergelins preto e branco (R$ 30,00)."
128,,Supra di Mauro Maia,https://vejasp.abril.com.br/estabelecimento/supra-di-mauro-maia/,Resenha por Arnaldo Lorençato,"É um prazer ver o chef Mauro Maia entre a cozinha e o salão de seu restaurante. É ele quem recebe os clientes, assim como orienta a preparação de pratos expedidos com requinte. O uovo nel tortello al profumo di tartufo bianco d’Alba é uma entrada (R$ 57,00) com a forma de um grande ravióli recheado com ricota, espinafre e uma gema de ovo quente aromatizada de leve com pasta de trufas brancas. As massas compõem um capítulo especial do cardápio. Faz bonito o tagliatelle ao ragu à bolonhesa com finas lâminas de queijo parmigiano reggiano italiano (R$ 77,00), que tem o molho inspirado na receita tradicional interpretada por um dos gênios da cozinha italiana, o chef Massimo Bottura. Montada como uma degustação, a quadrilogia de agnolotti dal plin (R$ 113,00) compõe-se de quatro possibilidades de saborear a massa piemontesa recheada com carnes, verduras e ervas. Vem com o caldo de carne ao qual se adiciona vinho barbera d’asti na mesa, a clássica combinação de manteiga, sálvia e queijo grana padano, o duo de cogumelo porcini fresco e pasta de trufa branca em molho de assado de vitelo. Um primor, o tiramisu (R$ 33,00), pavê com camadas pão de ló molhado em café com creme de queijo mascarpone italiano, é montado na hora e leva dez minutos para ficar pronto."
129,,Sushimar Vegano,https://vejasp.abril.com.br/estabelecimento/sushimar-vegano/,Resenha por Arnaldo Lorençato e Saulo Yassuda,Informações checadas entre agosto e outubro de 2019.
130,,Sylvester Bar,https://vejasp.abril.com.br/estabelecimento/sylvester/,Resenha por Saulo Yassuda,"Simples na ambientação, mas não na qualidade dos drinques, a casa de Rogério Souza, o Frajola, é buscada por bons de copo a fim de uma atmosfera mais despojada. Por muitos anos bartender do Astor e do SubAstor, o anfitrião também recebe colegas de profissão que conseguem uma brecha na jornada (ou que dão sorte e encontram o bar aberto até tarde), nem que seja para uma long neck (Heineken, R$ 11,90). Da seleção de coquetéis, é difícil fugir do dry figo (R$ 29,90), um ótimo martíni de gim e vermute seco com infusão da fruta mais bitter aromático. Outro chamariz é o martinez (R$ 28,90), de gim, vermute tinto, Luxardo e bitter de laranja."
131,,Tangará Jean-Georges,https://vejasp.abril.com.br/estabelecimento/tangara-jean-georges/,Resenha por  Arnaldo Lorençato,"Fica no interior do suntuoso Hotel Tangará e reservas são indispensáveis para conseguir uma mesa neste caro restaurante com a assinatura do chef francês Jean- Georges Vongerichten, cuja matriz tem sede em Nova York. Embora tenham bases clássicas da culinária da França, os pratos criados por Vongerichten e aqui reproduzidos Filipe Rizzato, que substituiu o xará Felipe Rodrigues, namoram o Oriente. Ainda que executado com mestria, o sushi empanado, crocante e picante, coberto por salmão e maionese de chipotle, traz a vaga e não exatamente agradável lembrança dos rodízios orientais. Custa R$ 85,00, quatro unidades. Uma beleza é a peça alta de prime rib suíno (R$ 135,00) envolta em presunto cru com tomilho e azeite, que passa pelo forno depois de selada para atingir o ponto ideal. Ganha ainda um toque picante de pimenta-do-reino e a parceria de um mix de cogumelos shimeji, shiitake e eryngui num molho com creme de leite. De linha mais clássica, a pera cozida em vinho branco recebe o adorno de duas lâminas desidratadas da fruta e sorvete de creme (R$ 50,00)."
132,,Tanit,https://vejasp.abril.com.br/estabelecimento/tanit/,Resenha por Arnaldo Lorençato ,"O catalão Oscar Bosch veio da cidade litorânea de Cambris, onde sua família mantém um reputado restaurante que surgiu como um boteco para pescadores em 1969. Com sólido aprendizado familiar e formação em escola de gastronomia, o cozinheiro reproduz a culinária clássica, filtrada por uma óptica muito pessoal. A famosa sopa de tomate gaspacho tem uma versão 2021 com o acréscimo de tomatinhos-cereja marinados no jerez, camarão no vapor e sorbert de pepino (R$ 54,00). Dourados na frigideira e flambados com vinho manzanilla, pimenta-dedo de-moça e salsinha, os camarões ao alho (R$ 95,00) continuam uma das melhores tapas para partilhar. Variação da paella, o arroz negro de tinta de lula leva polvo grelhado e aïoli (R$ 106,00). O leitãozinho cozido em baixa temperatura é complementado por emulsão de cenouras queimadas na brasa, cenouras baby orgânicas glaceadas e farofa de alho (R$ 98,00). Versão ibérica da rabanada, a torrija vem com sorvete de sucrilho e é uma das sobremesas que permanecem na memória. Custa R$ 39,00."
133,,Tan Tan Noodle Bar,https://vejasp.abril.com.br/estabelecimento/tan-tan/,Resenha por Saulo Yassuda ,"A calçada parece pequena para o sucesso do bar-restaurante. Não é difícil ver o público esperando lá fora por um lugar na casa do chef Thiago Banãres, mesmo com a duplicação do salão, três anos atrás. Apesar da expansão dos negócios do cozinheiro, que abriu o Kotori em fevereiro, o Tan Tan continua sendo o queridinho do público. O atraente cardápio, em constante mutação, é inspirado no Japão e na China. Em um espirituoso trocadilho com o nome da banda de rock americana Skid Row, o squid row (R$ 45,00) é um ótimo sanduíche de lula à dorée, maionese de nirá, rodelas de cebola-roxa, picles de pepino e queijo prato em um bonito pão de hambúrguer dourado. Na ala dos dumplings são encontrados pasteizinhos à moda chinesa, como o shoronpo, cozido no vapor. Com formato de trouxinha e recheio de cebola e cogumelo ao curry (R$ 27,00), é umedecido com molho de shoyu, óleo de cebolinha e vinagre. O beef lo mein (R$ 55,00) é um macarrão salteado na panela wok com tiras de carne, acelga bok choy crocante e tiras largas de cebola, tudo temperado com molho de ostra. Porção farta, que dá até para compartilhar. A comida pode ser amparada com saquês, cervejas e vinhos, vindos de uma lista curtinha. Mas é quase um pecado sair de lá sem provar algum(uns) dos coquetéis da carta criada pelo bartender Alex Mesquita, executados por um time de valor. Duas dicas: o luma affair (cachaça, vinho jerez fino, limão-taiti e calda de romã; R$ 32,00), acidinho e sem apagar o sabor da pinga, e o yuzu martini (gim, saquê e xarope da fruta cítrica yuzu; R$ 35,00), que não traz enfeites desnecessários na taça."
134,,Tanuki Sushi,https://vejasp.abril.com.br/estabelecimento/tanuki/,Resenha por Arnaldo Lorençato e Saulo Yassuda,"Endereço de jeitão tradicional, com balcão de madeira e portinha discreta, o Tanuki é o queridinho de moradores da Vila Madalena e arredores. No chamado bentô especial (R$ 83,00) dá para ter um panorama do cardápio da casa. O combinado inclui seis niguiris e seis fatias de sashimi de peixes variados, anchova grelhada até ficar com a pele bem dourada e salada de macarrão harusame com tiras de cenoura, pepino e gergelim. O sukiyaki domburi (R$ 59,00) vem na forma de uma tigela de arroz coberta de tiras de carne, tofu, cebola, verdura horenso, cenoura e broto de feijão."
135,,Taquería La Sabrosa,https://vejasp.abril.com.br/estabelecimento/taqueria-la-sabrosa/,Resenha por Gabriela Del'Moro e Saulo Yassuda,"Com jeitão de lanchonete expressa, a lanchonete tem entre os sócios o mexicano Hugo Delgado, que por muitos anos comandou o restaurante Obá. Logo em cima do caixa, onde são feitos os pedidos, fica uma enorme lousa com o cardápio. Na tortilha macia de trigo, dobrada ao meio e chapeada, são preparadas opções como o taco pollo del desierto (R$ 19,50), de filé de peito de frango, pasta de feijão-preto, guacamole, alface, tomate em cubos e molho de pimenta jalapeño. Taco feito na massa de milho, o carnitas (R$ 21,50) une carne de porco e guacamole."
136,,Tasca da Esquina,https://vejasp.abril.com.br/estabelecimento/tasca-da-esquina/,Resenha por Arnaldo Lorençato,"Número 1 da categoria no ano passado, tem receitas do chef português Vítor Sobral, que mora em Lisboa, onde fica a matriz do restaurante. A unidade paulistana é acompanhada de perto pelo sócio Edrey Momo. No menu, há pratos de qualidade irrepreensível como o saboroso vinagrete de polvo com emulsão de mandioquinha (R$ 149,00) e a posta de bacalhau ao forno com cebola dourada e batata assada (R$ 145,00)."
137,,Tatini,https://vejasp.abril.com.br/estabelecimento/tatini/,Resenha por Arnaldo Lorençato,"Não se surpreenda com a fila de clientes e de carros que se forma nos fins de semana para almoçar ou jantar no Tatini. O restaurante, que tem suas raízes no extinto Don Fabrizio, é tocado pelo neto dele, que recebeu o nome do avô. Fiel, a clientela aparece para provar receitas italianas que se misturam a clássicos da culinária internacional. O ravióli de pato alla boscaiola (R$ 87,00), como a maioria das receitas, é finalizado pelos garçons na frente dos clientes. À massa, que chega perfeitamente cozida da cozinha, se adiciona um molho de tomate, vinho tinto, ragu da própria ave e um delicioso toque de pimenta-vermelha. Grelhado no ponto certo e regado por um molho de ervas finas, o filé de cordeiro, intitulado “como eu gosto”, é servido com aletria e custa R$ 129,00. Antes, podem ser pedidas as patinhas de caranguejo à milanesa (R$ 67,00), deliciosas e sequinhas. A torta de mascarpone com cobertura de chocolate (R$ 22,50) arremata. O serviço, dos mais atenciosos da cidade, tem funcionários das antigas que são pura simpatia, como o maître Adalto Alves e o garçom Geraldo Marques. Braço do Tatini no Edifício Santos Augusta (Alameda Santos, 2159, 4º andar, Cerqueira César, ☎ 3062-7776), o Casimiro Ristorante é tocado com o mesmo brilho por Thiago Tatini, sobrinho de Fabrízio. O jovem faz pratos como o estrogonofe servido com chips de batata e arroz branco (R$ 112,00)."
138,,Tenda do Nilo,https://vejasp.abril.com.br/estabelecimento/tenda-do-nilo/,Resenha por Arnaldo Lorençato,"Com a reabertura do Tenda do Nilo, os clientes puderam saborear novamente os deliciosos pratos preparados por Xmune Isper no microrrestaurante que ela mantém com a irmã, Olinda, responsável pelo atendimento. Também puderam voltar a ouvir o sonoro “habib”, ou querido em árabe, forma como a dupla trata a freguesia. Para iniciar a viagem conduzida por Olinda, que sempre explica a melhor maneira de comer cada receita, o ponto de partida pode ser o quarteto de pastas (R$ 45,50), com coalhada seca, homus, babaganuche e muhamara, feita de pimentão vermelho e nozes. Outra especialidade, a berinjela com coalhada (R$ 44,80) tem sabor marcante. As sugestões como trigo cozido com costela (R$ 55,50) e charutinho de folha de uva (R$ 47,60) podem ser pedidas separadamente ou em um mix mais robusto por R$ 54,40. Mil e uma noites batiza uma deliciosa sobremesa de pão embebido em calda, nata e pistache (R$ 35,00). Tem agora um brownie de chocolate (R$ 5,00) feito por Mouna Isper, filha de Xmune."
139,,Terraço Jardins,https://vejasp.abril.com.br/estabelecimento/terraco-jardins/,Resenha por Arnaldo Lorençato e Helena Galante,"
Informações adicionais: 
								  Estacionamento/Valet (R$ 20.00), Acesso para deficientes, Lugares/Capacidade total (212), Comida (couvert) (R$ 15.00), Levar vinhos (permite) (1)(1)com restrição							  "
140,,Ton Hoi,https://vejasp.abril.com.br/estabelecimento/ton-hoi/,Resenha por Arnaldo Lorençato,"Depois de um longo período dedicado ao drive-thru, o Ton Hoi está de volta. A reabertura, em julho de 2021, continua com muitos cuidados por causa da pandemia. Por enquanto, as reservas são obrigatórias para quem quiser saborear as pedidas do cardápio. Para abrir o apetite, pode-se pedir uma das opções dos fritos típicos como o pepino japonês com moela de frango fatiada, de textura firme ao molho de soja, coentro e generosa quantidade de alho (R$ 40,40). Também são apetitosos o kialza, versão chinesa do guioza com recheio de carne bovina, acelga, gengibre, coentro e cebolinha finalizado na chapa (R$ 40,40, dez unidades), e o palza (pãozinho cozido no vapor) vegetariano, com acelga, tofu,cogumelos orelha-de-pau e shiitake, nirá e ovo, ou de porco, que também leva acelga, repolho, cebolinha e gengibre (R$ 12,50 a unidade). Cozido com carne de boi, o tofu é temperado com alho, missô, pimenta e cebolinha (R$ 53,00). Faz sucesso na sobremesa a gelatina aromatizada com essência de amêndoas cortada em cubos e servida com pêssego e cereja em calda (R$ 17,00)."
141,,Tordesilhas,https://vejasp.abril.com.br/estabelecimento/tordesilhas/,Resenha por Arnaldo Lorençato,"A cozinha de Mara Salles é puro encantamento. Pouca gente sabe como ela tirar partido de ingredientes tão essenciais como sal e salsinha. A comissão de frente (R$ 52,00, para dois; R$ 72,00, para três) propõe percorrer a passarela do paladar com pastelzinho de camarão, marinada de vegetais, carne-seca confitada na manteiga de garrafa e bolinho de mandioca errado para ser besuntado de aïoli de pequi. Em vez de arroz branco soltinho, o bobó de camarão (R$ 89,00) no estilo de Mara traz acaçá, um bolo feito com o mesmo grão e típica oferenda do candomblé. Complementa-se com a farofa de dendê. Também do Nordeste, mas não do Recôncavo Baiano, o sertanejo baião de dois (R$ 82,00) tem um toque autoral. É preparado com feijão-manteiguinha de Santarém para acompanhar a carne-seca confitada em manteiga de garrafa e vem ainda com purê de abóbora com gengibre. Da seção dedicada à doçaria, pince o pudim de tapioca com baba de moça (R$ 26,00)."
